Qu Id,Name (Manufacturers),Name (Categories),Name,Weight (Packages),Height (Packages),Length (Packages),Width (Packages)
38089,,,,0,9,9,11
378401,,Cream (Small up to 4oz.),Comme des Garcons Eau de Parfum 9ml/0.30 oz as pictured,0.1,4,2,6
377940,,Hoodie,Tommy Hilfiger Logo Cotton-Blend Hoodie,0.75,7,2,9
376660,,Coats,"Michael Kors Missy Snap Front Faux Fur Trim Jacket, Color Black, Size XS",3.5,11,5,12
374406,,Men's Winter Boots,"Tommy Hilfiger Welsh Faux Shearling Lined Chukka Boot, Size 11.5",1.6,8,5,12
379882,,Women's Shoes,WOMEN'S NIKE AIR MAX DIA SPECIAL EDITION CASUAL SHOES,1.15,7,4,10
379369,,Other,PRO Series GT002-BLUE,51.25,13,33,26
379919,,Coats,"DKNY Faux-Fur-Trim Hooded Puffer Coat, Color: Black",3.7,17,7,12
379398,,Headlight,15 16 17 18 CHRYSLER 300 BLACK HALOGEN HEADLIGHT OEM,10.05,12.5,22,12.5
375247,,Electronics,Audiovox AM/FM Stereo Cassette Audio System AWM200 RV Center Unit AS IS 3.E2,3.6,6,18.5,7
46659,,,,0,4,6,1
377693,,Car Side Mirror,13 PIN - LEFT LH CHROME HEATED GRAND CHEROKEE LIMITED 11-19 68365717AA,5,9,18,12
373881,,Books,1994 Lexus LS 400 Prestige Catalog Sales Brochure Nice Original 94,1.3,0.5,13,13
379530,,Motorcycle Items,#40441 - 2017 17 18 Harley Touring Road King Voltage Regulator,2,5,10,7
376666,,Autoparts,1988-89 Corvette Coolant / Heater & Radiator Hose Set (KC4 oil cooler option)*,4.15,6,11.5,9
379939,,Eyeshadow Palette (Small),ANASTASIA BEVERLY HILLS Soft Glam Eyeshadow Palette,0.7,5,3,7
376188,,Wallets,"Medium Tri-Color Leather Slim Wallet, Color Olive combo",0.3,4,1,7
379461,,Watches,Tissot T-Wave Mother of Pearl Dial Ladies Watch,1.95,5,4,7
377431,,Coats,"MICHAEL KORS Faux-Fur Trim Quilted Puffer Coat, Black",3.5,12,6,16
379924,,Eyeshadow Palette (Small),"HUDA BEAUTY Nude Obsessions Eyeshadow Palette, COLOR: Nude Medium",0.25,4,3,4
376089,,Crossbodies,"MICHAEL MICHAEL KORS Jet Set Large Studded Saffiano Leather Crossbody Bag, Color Barolo",1.35,6,3,9
376826,,Women's Winter Boots,"Preston Studded Leather Boot, Color Black, Size 9",3.95,12,4,18
381014,GUESS,Wallets,GUESS Aretha Signature Double Zip Organizer Wallet,0.45,5,2,7
372157,,Phone Case,Qissy Compatible with Samsung Galaxy A10 Case Slim Clear Transparent Soft Shockproof TPU Shell Holder with Necklace Lanyard Cord Strap Anti-Scratch Protective Cover,0.1,5,1,9
381077,,Winter Jackets,"Tommy Hilfiger Men's Quilted Puffer Jacket, Created for Macy's, Color Midnight",2.2,10,4,14
381108,,Shirts,"Calvin Klein Jeans Men's Waffle Crewneck Shirt, Color: Medium Gray Heather",1.1,7,2,9
381088,,Underwear (Box set),"Tommy Hilfiger Men's 3-Pk. Cotton Stretch Trunks, Black",0.65,5,2,9
379706,,Apple,Apple - Apple Watch Series 5 (GPS) 44mm Space Gray Aluminum Case with Black Sport Band - Space Gray Aluminum,1.45,4,12,4
42290,,,,0,2,4,1
377573,,Other Electronics,SeaLife SL674 Sea Dragon 2300 UW Photo/Video LED Dive Scuba Diving Light,0.8,5,3,7
381093,,Wallets,"Michael Kors Jet Set Double-Zip Wristlet, Color Bright Red Multi/Gold",0.55,4,2,8
377652,,Cream (Small up to 4oz.),Concentrated Collagen Eye Mask ,0.4,5,2,6
377608,,Cream (Small up to 4oz.),Concentrated Collagen Eye Mask ,0.4,5,2,6
381075,,Water Bottle Small (up to 18 oz),Contigo Byron -  Vivacious,0.9,3,3,8
377594,,Cream (Small up to 4oz.),Concentrated Collagen Eye Mask ,0.45,5,2,6
379704,,Autoparts,HASTINGS Piston Ring Set 4.280 5/64 5/64 3/16 683030,1.8,4,14,8
364738,,Watches,GUESS Solar Silver Dial Multifunction Watch,0.75,4,4,4
56382,,,,0,7,10,3
375947,,Motorcycle Items,1959 CADILLAC WIRING LOOM RETAINERS FRONT DOOR LARGE ACCESSORY RETAINERS R&L $17,0.6,5,5,5
380216,,Vitamins (Large),Great Lakes Gelatin Co Collagen Hydrolysate Collagen Joint Care 16 oz 454 g,1.65,7,4,10
380029,,Electronics,KitchenAid - KSMVSA Fresh Prep Slicer/Shredder Attachment for KitchenAid Stand Mixers - Multi,3.2,12,5,10
372968,,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Color: Black",1,6,3,10
379829,,Tools,BAFX Products - Bluetooth OBD2 OBDII Car Diagnostic Code Reader Scanner Tool,0.35,2.5,6,4
372468,,Handbags & Accessories,Calvin Klein Men's Hat ,0.01,4,1,9
379867,,Water Bottle Big (from 18 oz),"Contigo Byron 20-Oz. SnapSeal Travel Mug, Color Gunmetal",0.9,4,4,12
377738,,Underwear (Box set),"Tommy Hilfiger Men's 3-Pk. Cotton Stretch Trunks, Black",0.7,5,2,9
22966,,,,0,4,4,8
379838,,Water Bottle Small (up to 18 oz),Contigo Byron -  Vivacious,0.9,4,4,12
379840,,Water Bottle Small (up to 18 oz),Contigo Byron -  Vivacious,0.9,4,4,12
377763,,Wallets,GUESS Aretha Signature Large Zip Around Wallet,0.55,5,2,8
379843,,Water Bottle Small (up to 18 oz),Contigo Byron -  Greyed Jade,0.9,4,4,12
377733,,Crossbodies,"DKNY Anna Leather Camera Bag, Created for Macy's",1.2,7,2,10
379846,,Water Bottle Small (up to 18 oz),Contigo Byron - Color Gunmetal,0.9,4,4,12
379863,,Water Bottle Small (up to 18 oz),Contigo Byron -  Vivacious,0.9,4,4,12
379868,,Water Bottle Small (up to 18 oz),Contigo Byron - Color Gunmetal,0.9,4,4,12
377732,,Sweaters,Calvin Klein Jeans Oversized Turtleneck Sweater,1.4,6,4,10
33963,,,,0,20,20,35
378632,,Sweatshirts,"Tommy Hilfiger Men's Signature Solid V-Neck Sweater, Created for Macy's, ",0.85,2,9,6
377710,,Cosmetic Set (Small - sample bag),Clinique Gift Set - Rose ,0.25,4,3,4
378628,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Captains Blue Heather",0.85,2,9,6
377707,,Cream (Small up to 4oz.),Clinique Gift Set - Violet ,0.3,4,3,4
378626,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Black",0.85,2,9,6
378620,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Black",0.8,2,9,6
376548,,Underwear (Box set),"Michael Kors Men's 3-Pk. Performance Cotton Fashion Boxer Briefs, Color: Red",0.7,6,2,8
378618,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Captains Blue Heather",0.75,1.5,9,6
377354,,Bag (Large)," MICHAEL KORS Brooke Medium Pebbled Leather Bucket Bag, Color barolo",2.55,12,7,14
378610,,Wallets,"GUESS Aretha Signature Large Zip Around Wallet, Color: Black/Gold",0.45,1,9,5
379815,,Water Bottle Small (up to 18 oz),Contigo Byron -  Greyed Jade,0.8,4,4,8
379811,,Water Bottle Small (up to 18 oz),Contigo Byron - Color Gunmetal,0.8,4,4,8
377481,,Watches,RHETT CHRONOGRAPH BROWN LEATHER WATCH,0.65,4,4,4
378631,,Coats,"DKNY Faux-Fur-Trim Hooded Puffer Coat, Color: Thistle",3.3,7,17,15
379807,,Water Bottle Small (up to 18 oz),Contigo Byron - Color Gunmetal,0.8,4,4,8
379806,,Water Bottle Small (up to 18 oz),Contigo Byron -  Vivacious,0.8,4,4,8
62912,,,,0,8,11,4
379800,,Water Bottle Small (up to 18 oz),Contigo Byron -  Vivacious,0.8,4,8,4
374998,,Shorts,"HUGO Grenada Logo Swim Trunks, Color Red, Size X-Large",0.4,5,2,6
378755,,Coats,"DKNY Faux-Fur-Trim Hooded Puffer Coat, Color: Thistle",3.65,6,17,15
374742,,Body Scent Cosmetics,Boss Femme women Eau De Parfum Spray 2.5 oz Tester,0.85,3,3,6
374773,,Body Scent Cosmetics,Tiziana Terenzi Lillipur unisex Extrait De Parfum Spray 3.3 oz,1.55,5,5,5
372230,,Body Scent Cosmetics,Euphoria women Eau De Parfum Spray 1.7 oz,0.7,5,5,6
377304,,Crossbodies,MICHAEL MICHAEL KORS Whitney Large Studded Leather Convertible Shoulder Bag,1.9,9,4,10
375864,,Watches,Diesel DZ1206 Men's Master Chief Dark Brown Genuine Leather Gunmetal Dial,0.6,4,4,4
383527,Fila,Sweatshirts,"Men's Fila Freddie Crewneck Sweatshirt, Color Navy/ White/ Red, Size L",1.2,8,3,12
375720,,Purse,"MICHAEL MICHAEL KORS Adele Newsprint Logo Leather Smartphone Wallet, Color: Optic white/Black",0.4,5,2,8
383540,,Cosmetics Set (Medium - pair of medium shampoos),CREST 640256 3D Whitestrips W/1 Hr Express Strips,0.5,13,2,9
376740,,Women's Sneakers,"MICHAEL MICHAEL KORS Monroe Mixed-Media Trainer, Color: DK ATLANTIC,  Size: 9.5",1.55,9,4,11
384038,Calvin Klein,T-shirts,Calvin Klein Jeans Men's Logo Graphic T-Shirt,0.35,7,2,4
383668,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size M",0.35,7,2,4
375058,,Watches,GUESS Men's Gold-Tone Stainless Steel Bracelet Watch 40mm,0.75,4,4,4
378661,,Cosmetic Set (Small - sample bag),Clinique Gift Set - Rose ,0.35,5,4,7
28799,,,,0,6,4,8
383672,Fila,Sweatshirts,"Men's Fila Freddie Crewneck Sweatshirt, Color Navy/ White/ Red, Size M",1,8,2,1
378627,,Body Scent Cosmetics,"Gucci Bloom Ambrosia di Fiori Eau de Parfum Intense, 1.6-oz., First at Macy's!",0.55,4,3,4
377082,,Sweatshirts,"Calvin Klein Jeans Fleece Logo Sweatshirt, Color: Pearl Gray Heather",0.7,7,2,10
383856,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size M",0.35,7,2,4
378100,,Men's Slippers,"Men?s Rostra? PFG Flip Sandal, Color Carbon, Tangy Orange, Size 12",1,5,2,12
378611,,Sweatshirts,"Hugo Boss Men's 3-Pk. Cotton T-Shirts, Size XL",1.2,5,4,7
383930,Calvin Klein,Sweatshirts,Calvin Klein Monchrome Sweatshirt,0.5,5,3,8
378679,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Black",0.65,5,2,9
376495,,Underwear (Box set),"Michael Kors Men's 3-Pk. Performance Cotton Fashion Boxer Briefs, Color: Red",0.65,8,2,5
60407,,,,0,12,16,5
378142,,Watches,"Tommy Hilfiger Denim Tommy Hilfiger Men's Black Leather Strap Watch 42mm, Created for Macy's",0.35,4,4,4
375889,,Cosmetics Set (Medium - pair of medium shampoos),Invictus men Eau De Toilette Spray 3.4 oz & Deodorant Spray 5.1 oz,3.15,11,5,12
383180,Tommy Hilfiger,Backpack (Large),Tommy Hilfiger Julia Nylon Backpack,1.85,9,7,11
375728,,Backpack (Large),Diesel Backpack - Black,0.85,12,1,16
375837,,Cream (Small up to 4oz.),Diamante Beaute women Ceramide Restorative Treatment For Face & Throat Capsules--60caps,0.45,4,4,4
383972,Calvin Klein,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Color Charcoal, Size S",0.9,7,2,10
374885,,Body Scent Cosmetics,Al Haramain Amber Oud unisex Eau De Parfum Spray (Gold Edition) 2 oz,1.65,5,3,7
42287,,,,0,5,6,2
378228,,Winter Jackets,"Lightweight Puffer Jacket, Color new classic navy, Size L",1.25,8,4,10
378816,,Summer Jackets,"Lightweight Puffer Jacket, Color orange peel, Size L",1.25,8,3,10
383874,,Water Bottle Big (from 18 oz),Contigo Gift Set (Blue & Red),1.65,7,3,10
378809,,Summer Jackets,"Lightweight Puffer Jacket, Color new classic navy, Size M",1.2,7,5,10
383248,,Water Bottle Big (from 18 oz),Contigo Gift Set (Blue & Red),1.6,7,3,10
375703,,High-heels,"Calvin Klein Brady, Color Black Leather Size 7 Width M",1.65,7,4,11
377507,,Body Scent Cosmetics,Trussardi Donna women Eau De Parfum Spray 3.4 oz,1.2,5,3,8
378808,,Women's Shoes,Calvin Klein Maraselle,1.3,11,3.5,8
379507,,Sweatshirts,Metallic Logo Pullover Sweater,0.7,8,2,10
372229,,Cosmetic Set (Small - sample bag),"Lagunamoon Essential Oils, 6 vnt",0.8,3,3,9
378416,,Summer Jackets,"Lightweight Puffer Jacket, Color new classic navy, Size L ",1.2,8,4,11
50310,,,,0,6,8,3
380293,,Electric toothbrushes,"PUREWAVE CM7 BODY & FACIAL MASSAGER PUREWAVE?, Color White",3.65,6,4,16
379395,,Coats,"Padded Parka Jacket, Color deep woods, Size L",3.35,13,6,17
383999,Fila,Sweatshirts,Men's Fila Freddie Crewneck Sweatshirt,1.15,7,2,11
375224,,Cosmetic Set (Small - sample bag),Face Roller Gift Set ,0.95,9,3,12
375206,,Cosmetic Set (Small - sample bag),Face Roller Gift Set ,0.9,9,5,9
375338,,Cosmetic Set (Small - sample bag),Face Roller Gift Set ,0.85,9,5,9
366761,,Autoparts,2015 2016 2017 Genuine Mercedes-Benz OEM Gray Rear Cargo Cover Parcel Shelf,5.8,4,41,24
56378,,,,0,7,10,3
378894,,Women's Winter Boots,"Emma Shearling Lined Suede Short Boots  Color  Black, Size 8",2.3,12,4,13
377685,,Backpack (Large),Samsonite Business Slim Backpack,3.3,12,6,18
379469,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379423,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379418,Diamante Beaute,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379298,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379276,,Women's Winter Boots,BEARPAW Charcoal,2.4,12,4,13
379261,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379255,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379286,,Women's Winter Boots,BEARPAW Charcoal,2.5,12,4,13
379245,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
38083,,,,0,8,9,5
379235,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
378497,,Women's Winter Boots,BEARPAW Charcoal,2.25,12,4,13
379229,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379217,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379205,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
367914,,Body Scent Cosmetics,Boss The Scent Eau De Parfum Spray 1.6 oz Tester,0.65,3,3,6
378418,,Women's Winter Boots,BEARPAW Hickory,2.2,12,4,13
378305,,Women's Winter Boots,BEARPAW Black,2.2,12,4,13
378410,,Women's Winter Boots,BEARPAW Black,2.25,12,4,13
379087,,Women's Winter Boots,"Bearpaw Catherine Shearling-Lined Suede Boots, Color Hickory, Size 7",2.3,12,4,13
379066,,Women's Ankle Boots,"Bearpaw Catherine Shearling-Lined Suede Boots, Color Hickory, Size 11",2.45,12,4,13
378465,,Women's Winter Boots,BEARPAW Chocolate,2.1,12,4,13
378456,,Women's Winter Boots,BEARPAW Charcoal,2.15,2,4,131
378466,,Women's Winter Boots,BEARPAW Chocolate,2.35,12,4,13
379593,,Women's Winter Boots,BEARPAW Charcoal,2.1,12,4,13
379601,,Women's Winter Boots,BEARPAW Charcoal,2.25,12,4,13
374410,,Hoodie,"Tommy Hilfiger Fleece Hoodie Colorblocked Jacket, Size XL",1.55,11,4,14
374404,,Men's Shoes,Tommy Hilfiger Ruzman Patterned Wingtip Boot,2.45,12,4,13
378612,,Women's Winter Boots,BEARPAW Black,2.45,12,4,14
378629,,Women's Winter Boots,BEARPAW Hickory,2.15,12,4,13
378650,,T-shirts,Karl Lagerfeld Paris Floating Karl Tee,0.3,6,2,6
383923,,Games & Toys,Batman Gotham Cityscape Chess Set with LED Light-Up Board by The Noble Collection,1,1,1,1
377094,,Winter Jackets,Polo Ralph Lauren Men's El Cap Hooded Down Jacket,2.65,11,8,13
374687,,Bag (Small),"MICHAEL Michael Kors Studded-Logo Belt Bag, Color: Black/Gold",0.85,6,3,10
383909,,Games & Toys,Batman Gotham Cityscape Chess Set with LED Light-Up Board by The Noble Collection,5,5,5,5
374623,,Bag (Small),"MICHAEL Michael Kors Studded-Logo Belt Bag, Color: Black/Gold",0.85,6,3,10
362380,,Vitamins (Small),Buy 3 Get 4 Free Puritan's Pride Extra Strength Melatonin 5 mg,0.7,6,7,5
379457,,Watches,MASTER 1000 QUARTZ CHRONOGRAPH DIVER DARK BLUE BEZEL ? DARK BLUE DIAL BRACELET,1.2,6,6,6
60406,,,,0,7,12,3
378089,,Men's Shoes,HYPER GEL-LYTE,1.6,12,4,8
378286,,Vitamins (Large),Buy 2 Get 3 Free. Puritan's Pride Q-Sorb? CO Q-10 400 mg,1.65,6,9,6
378536,,Gummies (2+1),"Hair, Skin, Nails Gummies (Pack of 3)",2.05,7,3,10
379228,,Women's Winter Boots,"Bearpaw Tatum Shearling & Suede Boots, Color Charcoal, Size 10",2.65,11,4,14
383403,Calvin Klein,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Color Charcoal, Size L",0.95,8,3,11
378540,,Games & Toys,Slime KIt,3.55,11.5,2.5,11
54106,,,,0,10,13,4
383475,Fila,Sweatshirts,"Men's Fila Freddie Crewneck Sweatshirt, Color Navy/ White/ Red, Size L",1.15,8,3,11
377466,,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Black",1.1,2,11,7
378605,,Body Scent Cosmetics,212 men Eau De Toilette Spray 3.4 oz Tester,1.05,3,3,6
377494,,Sweatshirts,"Calvin Klein Jeans Men's Waffle Crewneck Shirt, Color: Navy",1.05,2,11,8
375641,,Cosmetic Set (Small - sample bag),Face Roller Gift Set ,0.9,9,4,9
377483,,Underwear (Box set),"Tommy Hilfiger Men's 3-Pk. Cotton Stretch Trunks, Black",0.65,2.5,9,5
33951,,,,0,12,12,8.9
377476,,Underwear (Box set),"Tommy Hilfiger Men's 3-Pk. Cotton Stretch Trunks, Black",0.55,2.5,9,5
377460,,Cosmetic Set (Small - sample bag),Clinique Gift Set - Rose ,0.3,3.5,4,4
379041,,Body Scent Cosmetics,Versace Eros Pour Femme women Eau De Toilette Spray 3.4 oz Tester,0.9,4,4,4
377459,,Sweatshirts,"Tommy Hilfiger Men's Back Bay Logo Sweatshirt, Sky Captain Blue",0.9,2,12,8
379273,,Body Scent Cosmetics,Lalique Le Parfum women Eau De Parfum Spray 3.3 oz Tester,1.2,4,4,4
379566,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.6,4,4,4
379528,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.55,4,4,4
50307,,,,0,4,8,2
379513,,Cream (Small up to 4oz.),Diamante Beaute Whitening Capsules With Pure Vitamin C & Vitamin E  (60 pcs) ,0.5,4,4,4
379080,,Belts,"Tommy Hilfiger Knarled Buckle Leather Belt, Color: Black",0.45,2,7,4
379034,,Belts,"Tommy Hilfiger Knarled Buckle Leather Belt, Color: Black",0.5,2,7,4
379042,,Sweaters,"Tommy Hilfiger Men's French Rib Quarter-Zip Sweater, Created for Macy's",1.1,2,9,7
378532,Michael Kors,Women's Ankle Boots,MICHAEL Michael Kors Haskell Combat Boots,1.85,4,11,9
383101,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size M",0.25,8,2,4
378641,,Vitamins (Large),Buy   3 get + 4 Free Boswellia Standardized Extract 250 mg,1.85,6,8,8
378562,,Wallets,"GUESS Aretha Signature Large Zip Around Wallet, Color: Black/Gold",0.55,1,8,5
56360,,,,0,8,10,3
378557,,Wallets,"GUESS Aretha Signature Large Zip Around Wallet, Color: Lipstick Multi/Gold",0.55,1,8,5
378511,,Wallets,"GUESS Aretha Signature Large Zip Around Wallet, Color: Rosewood/Gold",0.5,1,8,5
379711,,Women's Winter Boots,BEARPAW Chocolate,2.2,11,4,12
378504,,Wallets,"GUESS Aretha Signature Large Zip Around Wallet, Color: Black/Gold",0.45,1,8,5
378377,,Women's Winter Boots,BEARPAW Hickory,2.45,11,4,12
379141,,Women's Winter Boots,"Bearpaw Catherine Shearling-Lined Suede Boots, Color Black",2.25,11,4,12
379490,,Vitamins (Small),"Now Foods, Saccharomyces Boulardii, Gastrointestinal Support, 60 Veg Capsules",0.1,4,6,3
383000,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size L",0.3,7,2,4
42279,,,,0,16,20,11
378348,,Women's Winter Boots,BEARPAW Chocolate,2.25,11,4,12
378357,,Women's Winter Boots,BEARPAW Hickory,2.3,11,4,12
378345,,Women's Winter Boots,BEARPAW Chocolate,2.3,11,4,12
379125,,Belts,"Levi's Men's Casual  Belt, Size  38",0.4,2,6,6
378858,,Gloves,Calvin Klein Monogram Logo Pashmina,0.4,5,2,7
379976,,Women's Winter Boots,"Bearpaw Val Shearling-Lined Suede Booties, Color Black, Size 7",2.4,11,4,12
371712,,Airpods,AirPods Pro,0.7,3.5,4,4
369972,,Airpods,AirPods Pro,0.65,3.5,4,4
15829,,,,0,11,12,2
376563,,Earrings,"Macy's 10k White Gold Earrings, Round-Cut Diamond Accent Stud Earrings",0.25,4,3,4
379494,,Women's Winter Boots,BEARPAW Black,2.6,12,4,13
382889,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size L",0.4,7,2,4
379520,,Women's Winter Boots,BEARPAW Black,2.2,12,4,13
376221,,Coats,"Michael Kors Men's Hooded Bib Snorkel Parka, Color: Black, Size: L",4.25,13,4,18
382364,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size L",0.4,8,2,4
376617,,Jeans,"Vince Camuto Mini Skirt, Color Jet Black, Size  0",0.65,5,2,8
382303,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size L",0.35,4,2,7
376160,,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Color: Bkack, Size: XL",1.1,7,2,10
382171,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size M",0.3,8,1.5,5
375121,,T-shirts,"Calvin Klein Jeans Men's Quilted Institutional Logo T-Shirt, Color: Black, Size: M",0.25,5,2,7
381985,,T-shirts,"Michael Kors Men's Camo Aviator T-Shirt, Color Black, Size L",0.35,8,2,5
378939,,Women's Winter Boots,BEARPAW Black,2.25,10,4,11
372645,,Underwear,"Calvin Klein Monochrome Logo Triangle Bralette, Color: 038 CHARCOAL HE, Size: M",0.1,5,1,8
372817,,Hoodie,"Isaac Mizrahi Velvet Slim Fit 4-Piece Suit (Toddler & Little Boys), Color BLACK/GRAY, Size 4",1.45,9,2,14
378839,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Captains Blue Heather",0.65,6,2,9
379146,,Earrings,FOUR HEARTS EARRINGS,0.2,4,3,4
22926,,,,0,16,20,9
376667,,Sweatshirts,DKNY Sport Mesh-Trimmed Half-Zip Top,0.6,6,2,6
376686,,Shorts,Tommy Hilfiger Sport Drawstring Shorts,0.4,6,2,8
378718,,T-shirts,"A|X Armani Exchange Men's Graphic-Print Logo T-Shirt, Color Navy with White Text, Size XXL",0.3,5,2,8
376533,,Boots (Ilgaauliai),MICHAEL Michael Kors Haskell Combat Boots,1.9,10,3,11
377792,,T-shirts,"Polo Ralph Lauren Men's 3-Pk. Classic T-Shirts, Color  Bermuda Blue / Red / Andover Hthr, Size XXL",1.4,2,10,9
377744,,Coats,MICHAEL Michael Kors Missy Down Filled Faux Fur Trim Hood Anorak,3.15,11,7,16
377835,,Shirts,Calvin Klein Jeans Men's Waffle Crewneck Shirt,0.9,2,10,7
377559,,Sweatpants,"Slim-fit tech chino pant, Color WEATHERED SPRUCE, Size 33/32",0.35,7,2,11
377553,,Sweatshirts,"Turtleneck sweater in merino wool blend, Color RED CURRANT, Size XS",0.35,5,2,7
377302,,Leather Jackets,"Calvin Klein Studded Faux-Leather Motorcycle Jacket, Color Black,Size XS",1.5,9,2,12
33945,,,,0,20,20,70
376966,,Sports Bags,MICHAEL Michael Kors Jade Shoulder Bag,1.9,8,4,10
379923,,Belts,"GUESS Factory Men's Laser-Cut Logo Plaque Belt  , Color Black, Size 38",0.2,3,2,5
375197,,Summer Jackets,"CB Sports Little Boys 2-Pc. Colorblocked Puffer Jacket & Hat Set, Color: Blue/Black/White, Size: 7",1.3,5,15,11
378736,,Belts,Calvin Klein Jeans Men's Matte Black Leather Plaque Belt,0.35,4,2,6
377513,,Cosmetic Set (Small - sample bag),Clinique Gift Set - Rose ,0.3,3,4,4
377506,,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Black",1.05,3,11,8
377500,,Cosmetic Set (Small - sample bag),Clinique Gift Set - Rose ,0.25,4,3,4
376050,,T-shirts,"CREW T-SHIRTS, 3-PACK, COLOR: TRUE BLACK, SIZE: XL",1.1,9,2,9
373169,,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Color: Black",0.8,8,2,11
373152,,Sweatshirts,"Calvin Klein Jeans Men's Monogram Sweatshirt, Color: Black",0.65,7,2,10
376867,,Underwear (Box set),"Tommy Hilfiger Men's 3-Pk. Cotton Stretch Trunks, Black",0.5,5,2,9
379427,,Women's Shoes,G by GUESS Grandyy,1.85,6,3,11
378226,,Underwear,"Tommy Hilfiger Hipster Panty, 2 Pack, Size XL",0.1,1,5,5
378801,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Captains Blue Heather",0.6,8,2,9
378771,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Captains Blue Heather",0.55,7,2,8
371563,,Robe (Large),"Calvin Klein Plush Shawl Collar Robe, Color: PRX PORT RED, Size: XS-S",1.6,10,5,13
378270,,Water Bottle Small (up to 18 oz),Contigo Kids Water Bottle ,0.55,4,8.5,4
378804,,Sweaters,"Tommy Hilfiger Men's Signature Solid Sweater, Color: Black",0.6,8,2,9
377759,,Women's Ankle Boots,"KOOLABURRA BY UGG Burra Mini UGGpure Faux Shearling Lined Boot, Color BLK,Size 11",2.3,10,4,12
378275,,Underwear (Box set),"DKNY Girls Bra and Underwear Set, Color Black-Pink",0.25,1,11,4
376034,,Handbags & Accessories,Diesel Backpack - Black ,0.75,11,1,16
376031,,Handbags & Accessories,Diesel Backpack - Black ,0.7,11,1,16
377588,,T-shirts,Calvin Klein Cotton Crewneck T-Shirt - Pack of 3,1.2,3,8,5
377716,,Sweaters,Tommy Hilfiger Men's Rhodes Regular-Fit Full-Zip Sweater,1.8,9,2,12
378266,,Sweatshirts,"Calvin Klein Jeans Fleece Logo Sweatshirt, Color: Pearl Gray Heather",0.75,6,3,10
377694,,T-shirts,"Hugo Boss Men's 3-Pk. Cotton T-Shirts, Color Assorted, Size XL",1.3,5,4,7
